WeeklySalesDate,ParentPlantName,ParentCustomerId,Predicted_Sales
2025-01-05,Plant_3,4138,-792.1902999999999
2025-01-05,Plant_3,5580,-1023.7082
2025-01-05,Plant_3,5601,-464.5302
2025-01-05,Plant_3,794,112.56810000000002
2025-01-05,Plant_3,4138,7355.657400000001
2025-01-05,Plant_3,5580,7545.901599999998
2025-01-05,Plant_3,6550,111.05729999999994
2025-01-05,Plant_3,794,209.87680000000003
2025-01-05,Plant_3,7535,916.6468000000002
2025-01-05,Plant_3,8742,-864.1573999999997
2025-01-05,Plant_3,6550,-4.48
2025-01-05,Plant_3,4138,-461.4903999999999
2025-01-05,Plant_3,8742,-1362.8136999999997
2025-01-05,Plant_4,2881,7539.719999999998
2025-01-05,Plant_3,6554,-2.3609999999999998
2025-01-05,Plant_3,7535,70.29899999999999
2025-01-05,Plant_3,8742,7476.967
2025-01-05,Plant_4,8496,-2.158
2025-01-05,Plant_4,1105,-466.73189999999994
2025-01-05,Plant_4,1105,7593.955699999999
2025-01-05,Plant_4,2881,-6.841
2025-01-05,Plant_4,9127,14.867900000000022
2025-01-05,Plant_4,3526,-4.48
2025-01-05,Plant_4,9526,-4.48
2025-01-05,Plant_4,3526,-4.48
2025-01-05,Plant_4,10653,-32896.792900000015
2025-01-05,Plant_4,9127,-23.904700000000002
2025-01-05,Plant_4,10653,-6336.480199999999
2025-01-05,Plant_4,3824,-1241.2612
2025-01-05,Plant_5,2171,-403.29909999999995
2025-01-05,Plant_5,12142,7317.756999999999
2025-01-05,Plant_5,725,-562.5186999999997
2025-01-05,Plant_4,3824,7496.655199999997
2025-01-05,Plant_5,11981,-46.761999999999986
2025-01-05,Plant_5,12229,30.37800000000003
2025-01-05,Plant_5,11989,492.9800999999999
2025-01-05,Plant_4,5725,-6.841
2025-01-05,Plant_5,12141,33.201100000000004
2025-01-05,Plant_5,12307,-531.3986
2025-01-05,Plant_5,12027,205.79720000000006
2025-01-05,Plant_4,9127,6952.171600000001
2025-01-05,Plant_5,12159,170.28060000000002
2025-01-05,Plant_6,10565,-83.66949999999997
2025-01-05,Plant_5,12119,30.37800000000003
2025-01-05,Plant_4,9517,-23.904700000000002
2025-01-05,Plant_5,12231,-9.632499999999999
2025-01-05,Plant_4,9526,-4.48
2025-01-05,Plant_5,12178,-66.1867
2025-01-05,Plant_4,10653,133.76180000000005
2025-01-05,Plant_5,12231,-170.05119999999997
2025-01-05,Plant_5,11910,-37.16199999999999
2025-01-05,Plant_5,12304,30.37800000000003
2025-01-05,Plant_5,12142,30.37800000000003
2025-01-05,Plant_6,5182,-5.1770000000000005
2025-01-05,Plant_5,12262,30.37800000000003
2025-01-05,Plant_6,5725,13583.536800000003
2025-01-05,Plant_5,12291,-547.6713000000002
2025-01-05,Plant_6,5725,-5.1770000000000005
2025-01-05,Plant_5,12293,-44.25519999999995
2025-01-05,Plant_6,6825,-271.6866999999999
2025-01-05,Plant_5,12312,30.37800000000003
2025-01-05,Plant_5,12322,-42.28199999999999
2025-01-05,Plant_5,12519,33.201100000000004
2025-01-05,Plant_6,7567,-423.3853999999999
2025-01-12,Plant_0,3590,-805.7365
2025-01-12,Plant_0,9886,-318.5633999999997
2025-01-12,Plant_0,3590,-544.9543999999994
2025-01-12,Plant_1,5713,6894.985999999999
2025-01-12,Plant_0,9886,-789.2555
2025-01-12,Plant_1,5045,-4.519
2025-01-12,Plant_0,9986,-480.1722999999992
2025-01-12,Plant_1,5762,-671.0371
2025-01-12,Plant_1,6335,-560.4782
2025-01-12,Plant_1,6335,7858.959199999998
2025-01-12,Plant_1,2171,-863.8530000000002
2025-01-12,Plant_1,5769,-671.0371
2025-01-12,Plant_1,8147,-4.48
2025-01-12,Plant_1,9886,-790.3151000000001
2025-01-12,Plant_1,4463,-790.3151000000001
2025-01-12,Plant_1,5881,-1919.8438
2025-01-12,Plant_1,9570,-465.0854999999999
2025-01-12,Plant_2,7296,16894.700200000014
2025-01-12,Plant_1,5779,-837.9184999999999
2025-01-12,Plant_1,10061,-4.48
2025-01-12,Plant_2,1577,-34.0654
2025-01-12,Plant_2,7309,-2.8160000000000003
2025-01-12,Plant_1,5779,7422.3436999999985
2025-01-12,Plant_2,844,-2.8160000000000003
2025-01-12,Plant_2,2957,-895.7263999999999
2025-01-12,Plant_2,10014,17186.348400000013
2025-01-12,Plant_1,8590,-805.8061
2025-01-12,Plant_2,1577,16639.104800000016
2025-01-12,Plant_2,3788,200.44349999999991
2025-01-12,Plant_2,10468,17250.780500000015
2025-01-12,Plant_1,8590,7117.485700000001
2025-01-12,Plant_2,2768,-371.90829999999994
2025-01-12,Plant_2,4132,16448.657200000012
2025-01-12,Plant_3,797,151.0696
2025-01-12,Plant_2,4352,1401.242399999999
2025-01-12,Plant_2,2768,-1873.5366000000001
2025-01-12,Plant_2,4352,321.35980000000006
2025-01-12,Plant_3,4977,-446.4684
2025-01-12,Plant_2,6735,-2.8160000000000003
2025-01-12,Plant_2,2768,16586.326200000014
2025-01-12,Plant_2,5580,-1021.3472
2025-01-12,Plant_3,6462,-38.0904
2025-01-12,Plant_2,8628,-2.8160000000000003
2025-01-12,Plant_2,2957,16652.986200000014
2025-01-12,Plant_2,7296,-2027.0729999999999
2025-01-12,Plant_3,6550,160.86949999999996
2025-01-12,Plant_2,9801,213.61910000000003
2025-01-12,Plant_2,3788,-45.09799999999998
2025-01-12,Plant_2,7296,21725.93880000002
2025-01-12,Plant_3,6550,-4.48
2025-01-12,Plant_2,9976,72.66
2025-01-12,Plant_2,4132,-925.6597000000002
2025-01-12,Plant_2,8628,110.07440000000004
2025-01-12,Plant_3,6554,-2.3609999999999998
2025-01-12,Plant_2,10468,217.78200000000018
2025-01-12,Plant_2,5580,421.76380000000006
2025-01-12,Plant_2,10014,-2.8160000000000003
2025-01-12,Plant_3,8288,0.0
2025-01-12,Plant_2,10518,90.39500000000002
2025-01-12,Plant_2,5580,17229.019700000015
2025-01-12,Plant_2,10555,-593.6362
2025-01-12,Plant_3,9666,66.12700000000004
2025-01-12,Plant_2,10555,-593.6362
2025-01-12,Plant_2,7296,-557.8233999999998
2025-01-12,Plant_3,729,-202.2462
2025-01-12,Plant_3,12733,7718.982399999997
2025-01-12,Plant_3,2096,255.438
2025-01-12,Plant_2,7309,97.0773
2025-01-12,Plant_3,4138,-762.4615999999997
2025-01-12,Plant_4,2717,-4.48
2025-01-12,Plant_3,2096,72.66
2025-01-12,Plant_2,9123,-344.8144999999999
2025-01-12,Plant_3,4831,851.3158999999999
2025-01-12,Plant_4,3526,-4.48
2025-01-12,Plant_3,2171,-403.29909999999995
2025-01-12,Plant_2,9799,-339.2173999999999
2025-01-12,Plant_3,5891,7393.0194999999985
2025-01-12,Plant_4,5552,-4.48
2025-01-12,Plant_3,3956,-332.0831999999999
2025-01-12,Plant_2,9976,-2.8160000000000003
2025-01-12,Plant_3,8256,72.66
2025-01-12,Plant_4,9124,-4.48
2025-01-12,Plant_3,4242,132.73680000000002
2025-01-12,Plant_2,10716,-903.1436
2025-01-12,Plant_3,9976,7525.450099999998
2025-01-12,Plant_4,9528,-4.48
2025-01-12,Plant_3,5601,-464.5302
2025-01-12,Plant_2,10788,-20.3931
2025-01-12,Plant_3,12231,-171.30369999999996
2025-01-12,Plant_5,11953,33.201100000000004
2025-01-12,Plant_3,7535,834.7314
2025-01-12,Plant_3,797,79.58770000000003
2025-01-12,Plant_3,12733,-46.761999999999986
2025-01-12,Plant_5,12119,252.1086
2025-01-12,Plant_3,8742,-1362.8136999999997
2025-01-12,Plant_3,3493,-424.05939999999987
2025-01-12,Plant_4,10653,133.76180000000005
2025-01-12,Plant_5,12162,30.37800000000003
2025-01-12,Plant_4,9127,-23.904700000000002
2025-01-12,Plant_3,3956,578.541
2025-01-12,Plant_5,2171,-403.29909999999995
2025-01-12,Plant_5,12229,30.37800000000003
2025-01-12,Plant_5,12162,7533.269599999997
2025-01-12,Plant_3,4138,-461.4903999999999
2025-01-12,Plant_5,11941,30.37800000000003
2025-01-12,Plant_5,12306,-46.761999999999986
2025-01-12,Plant_5,12291,-547.6713000000002
2025-01-12,Plant_3,4831,-787.0975
2025-01-12,Plant_5,12159,170.28060000000002
2025-01-12,Plant_5,12307,-531.3986
2025-01-12,Plant_5,12306,199.97909999999993
2025-01-12,Plant_3,4977,126.44770000000004
2025-01-12,Plant_5,12231,-9.632499999999999
2025-01-12,Plant_3,5891,-803.1239
2025-01-12,Plant_5,12312,30.37800000000003
2025-01-12,Plant_3,8256,59.18970000000002
2025-01-12,Plant_5,12231,-170.05119999999997
2025-01-12,Plant_3,9666,-4.48
2025-01-12,Plant_5,12999,30.37800000000003
2025-01-12,Plant_3,9976,72.66
2025-01-12,Plant_6,7567,-423.3853999999999
2025-01-12,Plant_3,12929,10934.133199999998
2025-01-12,Plant_4,10653,-6504.680399999999
2025-01-12,Plant_5,11908,-73.53140000000002
2025-01-12,Plant_5,12304,30.37800000000003
2025-01-19,Plant_0,6321,-403.67259999999993
2025-01-19,Plant_0,9986,11928.979200000003
2025-01-19,Plant_0,9886,-401.3506
2025-01-19,Plant_0,9130,-4.48
2025-01-19,Plant_0,10427,-420.4906
2025-01-19,Plant_0,10427,7405.111399999999
2025-01-19,Plant_0,10019,-4.48
2025-01-19,Plant_1,5045,-4.519
2025-01-19,Plant_1,5881,-2061.0968000000003
2025-01-19,Plant_1,8147,182.338
2025-01-19,Plant_1,9122,-659.0844999999998
2025-01-19,Plant_1,5779,-453.66259999999994
2025-01-19,Plant_1,9129,-23.904700000000002
2025-01-19,Plant_1,9786,-619.1179999999999
2025-01-19,Plant_1,9570,-80.70800000000003
2025-01-19,Plant_1,5881,-39.1592
2025-01-19,Plant_1,10061,-4.48
2025-01-19,Plant_1,12605,691.4404000000001
2025-01-19,Plant_1,12605,-617.0171000000001
2025-01-19,Plant_1,9570,7311.171800000002
2025-01-19,Plant_1,10406,-461.51669999999996
2025-01-19,Plant_2,4132,-1832.7174999999997
2025-01-19,Plant_2,1577,-34.0654
2025-01-19,Plant_1,9786,-1856.9354999999998
2025-01-19,Plant_2,844,-2.8160000000000003
2025-01-19,Plant_2,7296,-169.91850000000005
2025-01-19,Plant_2,2768,12.469199999999983
2025-01-19,Plant_1,9886,-2008.3339999999998
2025-01-19,Plant_2,844,1041.7827
2025-01-19,Plant_2,7309,-2.8160000000000003
2025-01-19,Plant_2,2957,-511.3488999999999
2025-01-19,Plant_2,4352,1718.3702999999991
2025-01-19,Plant_2,2768,16586.326200000014
2025-01-19,Plant_2,7309,97.0773
2025-01-19,Plant_2,3788,198.49759999999992
2025-01-19,Plant_2,7497,-2.8160000000000003
2025-01-19,Plant_2,3788,-45.09799999999998
2025-01-19,Plant_3,1228,-599.0936999999996
2025-01-19,Plant_2,4352,709.2647000000001
2025-01-19,Plant_2,7497,127.1797
2025-01-19,Plant_2,4132,-537.7547999999999
2025-01-19,Plant_3,4026,-4.48
2025-01-19,Plant_2,5580,-636.9697
2025-01-19,Plant_2,8501,92.50670000000004
2025-01-19,Plant_2,5580,375.06589999999994
2025-01-19,Plant_3,6550,-4.48
2025-01-19,Plant_2,5659,-2.8160000000000003
2025-01-19,Plant_2,8628,-2.8160000000000003
2025-01-19,Plant_2,5580,16994.977200000016
2025-01-19,Plant_3,6554,-2.3609999999999998
2025-01-19,Plant_2,6735,-2.8160000000000003
2025-01-19,Plant_2,9976,72.66
2025-01-19,Plant_2,5659,717.7433000000002
2025-01-19,Plant_3,11465,92.85869999999998
2025-01-19,Plant_2,7296,-2607.4493000000007
2025-01-19,Plant_2,9976,17066.865700000013
2025-01-19,Plant_2,8501,-2.8160000000000003
2025-01-19,Plant_4,3526,-4.48
2025-01-19,Plant_2,7296,21595.152200000022
2025-01-19,Plant_2,12631,-45.09799999999998
2025-01-19,Plant_2,9799,45.160099999999964
2025-01-19,Plant_4,9124,-4.48
2025-01-19,Plant_2,8628,102.21640000000004
2025-01-19,Plant_3,1105,4.308799999999994
2025-01-19,Plant_2,9976,-2.8160000000000003
2025-01-19,Plant_4,9528,66.20980000000003
2025-01-19,Plant_2,9801,601.5239999999999
2025-01-19,Plant_3,3118,2.759
2025-01-19,Plant_2,10716,-518.8876999999999
2025-01-19,Plant_4,9528,-4.48
2025-01-19,Plant_2,10014,-2.8160000000000003
2025-01-19,Plant_3,4138,7267.3137000000015
2025-01-19,Plant_2,10788,-20.3931
2025-01-19,Plant_5,12031,551.6577
2025-01-19,Plant_2,10468,-2.8160000000000003
2025-01-19,Plant_3,6550,149.61499999999995
2025-01-19,Plant_2,12631,17128.492500000022
2025-01-19,Plant_5,12960,-46.761999999999986
2025-01-19,Plant_2,12631,189.08639999999988
2025-01-19,Plant_3,8628,72.66
2025-01-19,Plant_3,8256,47.93520000000002
2025-01-19,Plant_3,11465,7518.182
2025-01-19,Plant_3,3493,-39.68190000000002
2025-01-19,Plant_4,9127,54.33180000000002
2025-01-19,Plant_3,12231,216.60119999999998
2025-01-19,Plant_4,9517,-23.904700000000002
2025-01-19,Plant_3,4138,-1639.240900000001
2025-01-19,Plant_4,9528,-4.48
2025-01-19,Plant_4,3526,-4.48
2025-01-19,Plant_5,11945,33.201100000000004
2025-01-19,Plant_3,4138,-77.11290000000001
2025-01-19,Plant_5,12039,-46.761999999999986
2025-01-19,Plant_4,9526,-4.48
2025-01-19,Plant_5,12205,551.1541
2025-01-19,Plant_3,5601,-966.3051999999993
2025-01-19,Plant_5,12208,30.37800000000003
2025-01-19,Plant_4,10840,-300.6922
2025-01-19,Plant_5,12322,-42.28199999999999
2025-01-19,Plant_3,8256,72.66
2025-01-19,Plant_5,12322,30.37800000000003
2025-01-19,Plant_5,725,-178.14119999999988
2025-01-19,Plant_6,9123,36.21199999999999
2025-01-19,Plant_3,8742,-960.5862999999996
2025-01-19,Plant_6,9131,-542.3345999999999
2025-01-19,Plant_5,2171,-15.394200000000001
2025-01-19,Plant_3,12733,-46.761999999999986
2025-01-19,Plant_5,12159,170.28060000000002
2025-01-19,Plant_4,9526,7245.880399999999
2025-01-19,Plant_5,12178,-66.1867
2025-01-19,Plant_4,9528,7254.003899999999
2025-01-19,Plant_6,9124,-2.8160000000000003
2025-01-19,Plant_5,11976,228.6192
2025-01-19,Plant_6,10565,300.5863999999999
2025-01-19,Plant_5,11976,-46.761999999999986
2025-01-19,Plant_5,12168,204.42169999999996
2025-01-19,Plant_5,12168,10.953300000000002
2025-01-19,Plant_5,12231,378.27239999999983
2025-01-19,Plant_6,2171,-473.2245
2025-01-26,Plant_6,10406,-726.0078000000003
2025-01-26,Plant_6,10565,300.5863999999999
2025-01-26,Plant_0,8156,114.759
2025-01-26,Plant_0,5784,78.90839999999997
2025-01-26,Plant_0,8141,-4.48
2025-01-26,Plant_0,9986,-542.9005999999999
2025-01-26,Plant_0,6324,-4.48
2025-01-26,Plant_0,8225,-23.904700000000002
2025-01-26,Plant_0,9886,-401.3506
2025-01-26,Plant_0,10019,49.248100000000015
2025-01-26,Plant_0,6552,618.5140999999999
2025-01-26,Plant_1,10437,-4.48
2025-01-26,Plant_1,2788,-600.9732
2025-01-26,Plant_1,5790,608.8560000000001
2025-01-26,Plant_0,8225,34.44180000000001
2025-01-26,Plant_1,5713,36.9541
2025-01-26,Plant_2,2768,12.469199999999983
2025-01-26,Plant_1,9122,-1891.4005
2025-01-26,Plant_0,9886,-860.8187999999996
2025-01-26,Plant_1,5762,-283.13219999999995
2025-01-26,Plant_2,2957,21497.772300000022
2025-01-26,Plant_1,9885,7094.1917
2025-01-26,Plant_0,9986,-873.1334999999993
2025-01-26,Plant_1,5769,-283.13219999999995
2025-01-26,Plant_2,4352,709.2647000000001
2025-01-26,Plant_2,844,-2.8160000000000003
2025-01-26,Plant_0,10442,294.5937999999999
2025-01-26,Plant_1,5772,-4.48
2025-01-26,Plant_2,5580,-636.9697
2025-01-26,Plant_2,1588,-2.8160000000000003
2025-01-26,Plant_1,5784,78.90839999999997
2025-01-26,Plant_1,5772,7046.451099999998
2025-01-26,Plant_2,6735,-2.8160000000000003
2025-01-26,Plant_2,1588,21386.699200000032
2025-01-26,Plant_1,1472,113.76899999999999
2025-01-26,Plant_1,5790,-404.7321999999999
2025-01-26,Plant_2,6844,-2.8160000000000003
2025-01-26,Plant_2,4132,-1693.6926999999996
2025-01-26,Plant_1,2171,-475.94809999999995
2025-01-26,Plant_1,5881,-2066.3505
2025-01-26,Plant_2,7296,-2626.8923
2025-01-26,Plant_2,4313,-2.8160000000000003
2025-01-26,Plant_1,5779,-453.66259999999994
2025-01-26,Plant_1,9570,-80.70800000000003
2025-01-26,Plant_2,9801,601.5239999999999
2025-01-26,Plant_2,5585,-2420.951499999999
2025-01-26,Plant_1,5881,-39.1592
2025-01-26,Plant_1,9885,-6.841
2025-01-26,Plant_2,9976,17017.972000000012
2025-01-26,Plant_2,7296,-169.91850000000005
2025-01-26,Plant_2,1577,-34.0654
2025-01-26,Plant_1,10061,-4.48
2025-01-26,Plant_2,10716,-518.8876999999999
2025-01-26,Plant_2,9123,39.562999999999995
2025-01-26,Plant_2,1588,76.6889
2025-01-26,Plant_2,844,1038.5376999999999
2025-01-26,Plant_3,1228,500.1381000000003
2025-01-26,Plant_2,9979,21088.09210000002
2025-01-26,Plant_2,4352,-46535.19030000003
2025-01-26,Plant_2,844,17084.098700000013
2025-01-26,Plant_3,3493,-1492.9055000000005
2025-01-26,Plant_3,3956,55.8217
2025-01-26,Plant_2,5585,21154.120400000018
2025-01-26,Plant_2,2768,-2516.1828000000005
2025-01-26,Plant_3,4138,-1763.5948000000008
2025-01-26,Plant_3,4026,-4.48
2025-01-26,Plant_2,6824,-22.2407
2025-01-26,Plant_2,2768,16586.326200000014
2025-01-26,Plant_3,4138,-77.11290000000001
2025-01-26,Plant_3,6554,-2.3609999999999998
2025-01-26,Plant_2,7296,21546.35260000002
2025-01-26,Plant_2,4132,-537.7547999999999
2025-01-26,Plant_3,4242,109.0283
2025-01-26,Plant_3,6737,-4.48
2025-01-26,Plant_2,9123,16441.604500000012
2025-01-26,Plant_2,5580,368.30679999999995
2025-01-26,Plant_3,8423,9121.356099999999
2025-01-26,Plant_3,11465,92.85869999999998
2025-01-26,Plant_2,9126,-2.8160000000000003
2025-01-26,Plant_2,5580,16946.177600000017
2025-01-26,Plant_3,9528,9018.279499999997
2025-01-26,Plant_4,3526,-4.48
2025-01-26,Plant_2,9799,16390.270400000012
2025-01-26,Plant_2,5585,-559.7225999999999
2025-01-26,Plant_3,12312,-46.761999999999986
2025-01-26,Plant_4,4031,-158.54600000000002
2025-01-26,Plant_2,10014,-2.8160000000000003
2025-01-26,Plant_2,9126,17007.522900000018
2025-01-26,Plant_4,2717,6936.772800000001
2025-01-26,Plant_4,5881,-39.08960000000001
2025-01-26,Plant_2,12757,17161.86310000002
2025-01-26,Plant_2,9799,45.160099999999964
2025-01-26,Plant_4,2881,-6.841
2025-01-26,Plant_4,7567,-40.79350000000002
2025-01-26,Plant_3,1105,7532.4281999999985
2025-01-26,Plant_2,9976,-2.8160000000000003
2025-01-26,Plant_4,10653,521.6666999999999
2025-01-26,Plant_4,9124,-4.48
2025-01-26,Plant_3,2096,72.66
2025-01-26,Plant_2,10555,-593.6362
2025-01-26,Plant_4,10653,-33006.97290000002
2025-01-26,Plant_4,9534,-350.7666
2025-01-26,Plant_3,4138,7269.093700000001
2025-01-26,Plant_2,10716,-2232.2106
2025-01-26,Plant_5,8623,72.66
2025-01-26,Plant_5,8623,7387.990499999999
2025-01-26,Plant_3,5601,-80.15270000000001
2025-01-26,Plant_2,12757,-138.30020000000002
2025-01-26,Plant_5,12142,30.37800000000003
2025-01-26,Plant_5,12307,-147.02110000000002
2025-01-26,Plant_3,6524,0.0
2025-01-26,Plant_3,797,78.33170000000003
2025-01-26,Plant_5,12231,378.27239999999983
2025-01-26,Plant_6,3693,-43.336500000000015
2025-01-26,Plant_3,6550,152.43439999999998
2025-01-26,Plant_3,797,151.0696
2025-01-26,Plant_5,12291,-163.29380000000003
2025-01-26,Plant_3,3956,526.6964
2025-01-26,Plant_3,6554,869.0618000000001
2025-01-26,Plant_3,5580,-639.3307
2025-01-26,Plant_5,12312,30.37800000000003
2025-01-26,Plant_3,5601,-847.5014999999992
2025-01-26,Plant_3,7690,-4.48
2025-01-26,Plant_3,6550,-4.48
2025-01-26,Plant_5,12322,30.37800000000003
2025-01-26,Plant_3,8510,9080.964799999998
2025-01-26,Plant_4,9127,-23.904700000000002
2025-01-26,Plant_3,8628,62.816200000000016
2025-01-26,Plant_5,11981,-46.761999999999986
2025-01-26,Plant_3,10518,8718.635599999998
2025-01-26,Plant_5,12039,-46.761999999999986
2025-01-26,Plant_3,12733,252.30100000000002
2025-01-26,Plant_5,12052,39.97800000000003
2025-01-26,Plant_4,2717,-4.48
2025-01-26,Plant_5,12162,30.37800000000003
2025-01-26,Plant_4,2881,7395.907899999999
2025-01-26,Plant_5,12166,-42.28199999999999
2025-01-26,Plant_4,3526,-4.48
2025-01-26,Plant_6,2171,-470.4085
2025-01-26,Plant_4,10653,-6683.8103999999985
2025-01-26,Plant_6,10406,-84.97010000000006
2025-01-26,Plant_5,725,-178.14119999999988
2025-01-26,Plant_5,11989,492.9800999999999
2025-01-26,Plant_5,12159,170.28060000000002
2025-01-26,Plant_6,6825,116.21819999999997
2025-02-02,Plant_0,3590,-457.6764999999999
2025-02-02,Plant_0,9986,-579.2180999999999
2025-02-02,Plant_0,8141,-4.48
2025-02-02,Plant_0,770,-143.121
2025-02-02,Plant_0,10350,-23.904700000000002
2025-02-02,Plant_0,10350,7922.280699999999
2025-02-02,Plant_0,9885,-6.841
2025-02-02,Plant_0,3590,-1128.9858
2025-02-02,Plant_1,5713,0.6365999999999985
2025-02-02,Plant_1,2955,506.3619999999996
2025-02-02,Plant_0,9986,-880.3505999999993
2025-02-02,Plant_1,4463,-402.4102
2025-02-02,Plant_1,5790,-404.7321999999999
2025-02-02,Plant_1,5762,-283.13219999999995
2025-02-02,Plant_1,2955,-6.841
2025-02-02,Plant_1,5779,-489.98009999999994
2025-02-02,Plant_1,10061,-4.48
2025-02-02,Plant_1,9786,-655.4354999999999
2025-02-02,Plant_1,5713,6819.519599999999
2025-02-02,Plant_1,9122,-695.4019999999998
2025-02-02,Plant_2,844,1036.2361999999996
2025-02-02,Plant_2,844,-2.8160000000000003
2025-02-02,Plant_2,2768,-21.312800000000006
2025-02-02,Plant_2,1105,-558.9011999999999
2025-02-02,Plant_2,3788,-45.09799999999998
2025-02-02,Plant_2,1588,-2.8160000000000003
2025-02-02,Plant_2,2957,-545.1309
2025-02-02,Plant_2,1577,-34.0654
2025-02-02,Plant_5,12208,30.37800000000003
2025-02-02,Plant_6,10565,266.80439999999993
2025-02-02,Plant_5,12262,30.37800000000003
2025-02-02,Plant_5,12293,343.6497
2025-02-02,Plant_2,4132,-537.7547999999999
2025-02-02,Plant_2,1588,86.3658
2025-02-02,Plant_2,5580,-636.9697
2025-02-02,Plant_2,4352,675.4826999999999
2025-02-02,Plant_2,5585,-593.5045999999999
2025-02-02,Plant_2,4132,-1691.1919999999996
2025-02-02,Plant_2,5580,385.14619999999996
2025-02-02,Plant_2,7296,21581.85260000002
2025-02-02,Plant_2,5659,610.8868999999999
2025-02-02,Plant_2,5580,16962.046400000014
2025-02-02,Plant_2,5659,-2.8160000000000003
2025-02-02,Plant_2,7309,-2.8160000000000003
2025-02-02,Plant_2,9205,112.08380000000001
2025-02-02,Plant_2,7296,-203.70050000000006
2025-02-02,Plant_2,6735,-2.8160000000000003
2025-02-02,Plant_2,7497,137.84259999999998
2025-02-02,Plant_2,9799,21207.010000000024
2025-02-02,Plant_2,7296,16715.129200000014
2025-02-02,Plant_2,7296,-2625.4096999999997
2025-02-02,Plant_2,10014,-2.8160000000000003
2025-02-02,Plant_2,12757,-138.30020000000002
2025-02-02,Plant_2,7309,110.02559999999998
2025-02-02,Plant_2,9799,11.378099999999977
2025-02-02,Plant_2,12757,17149.02780000002
2025-02-02,Plant_3,3122,-4.48
2025-02-02,Plant_2,7497,-2.8160000000000003
2025-02-02,Plant_2,9801,567.7419999999998
2025-02-02,Plant_3,1105,4.308799999999994
2025-02-02,Plant_3,5601,-842.1660999999991
2025-02-02,Plant_2,9123,5.781000000000003
2025-02-02,Plant_2,9976,-2.8160000000000003
2025-02-02,Plant_3,3122,84.99699999999999
2025-02-02,Plant_3,6550,-4.48
2025-02-02,Plant_2,9205,-2.8160000000000003
